x,y,label
-1.8126,-1.0491,0
4.0125,2.3145,0
-2.551,-4.0284,0
4.6408,1.5826,0
-3.5387,-1.3202,0
-0.88659,-3.645,0
-2.0955,0.15948,0
-2.649,-2.4135,0
0.8355,3.6075,0
-1.2392,-1.6113,0
-2.5712,2.3951,0
2.9081,2.2183,0
-1.6011,1.5513,0
-0.3186,3.9342,0
0.044389,0.80989,0
-2.0221,-1.97,0
-3.6125,-0.52405,0
-2.4439,1.4821,0
0.77985,3.8009,0
1.8963,-2.3351,0
1.1796,-1.4077,0
-1.0115,4.6714,0
-2.9952,-2.6538,0
0.74765,-3.9888,0
3.9447,-1.1501,0
3.7755,-2.0879,0
-3.4384,3.0384,0
1.8751,3.066,0
0.56418,-1.8651,0
2.3291,2.0228,0
2.4558,3.8072,0
-1.2771,1.6288,0
1.6553,-2.3472,0
-4.2654,-2.4429,0
-3.8474,-2.314,0
2.1056,-1.0589,0
-4.4534,-2.2719,0
1.2598,0.079083,0
1.1887,-3.0371,0
-2.4649,-2.0082,0
-3.1383,0.39819,0
-0.19338,1.6615,0
-0.16561,3.2527,0
-3.8886,0.46621,0
0.70519,4.9198,0
2.2362,0.70493,0
1.4457,2.6004,0
-0.13685,2.5763,0
0.86784,2.5562,0
-1.709,-1.3376,0
0.33771,-0.67635,0
1.2459,-3.1117,0
0.79557,-2.3363,0
-1.2124,-4.4998,0
2.3062,-2.8101,0
0.92776,-4.6896,0
1.4124,4.7279,0
3.8223,-0.15996,0
1.4347,0.95703,0
-2.8138,-3.9046,0
0.83615,3.7603,0
0.18089,4.6966,0
-1.7401,2.7539,0
1.2537,3.6891,0
-1.3288,-0.05709,0
4.5799,-1.464,0
-3.1597,2.4634,0
-1.394,-0.81809,0
-3.2811,-2.5962,0
-0.69309,-3.0683,0
-1.1869,0.84494,0
1.4613,-1.7963,0
2.1891,-1.1948,0
0.012547,-2.3804,0
-0.92972,4.0879,0
1.2589,-4.1556,0
2.3079,2.8906,0
-3.7183,-0.10633,0
-3.0483,-2.544,0
-1.4208,-4.7558,0
-2.9594,2.6644,0
-0.51738,-3.8398,0
3.6211,-3.1012,0
3.5475,1.2986,0
1.8707,2.2104,0
3.1901,-3.7084,0
-2.4781,-12.974,1
4.5335,-13.726,1
8.2496,-9.9553,1
7.137,-11.342,1
-10.228,-8.0766,1
-13.66,-3.5817,1
-8.9584,-10.454,1
12.838,-5.6749,1
2.5036,-13.27,1
-1.459,-13.075,1
-2.9227,-13.134,1
8.5618,-7.3597,1
6.1397,-11.692,1
7.0953,-13.127,1
-12.612,-6.9864,1
-3.0086,-13.948,1
0.22968,-14.373,1
-5.4773,-13.263,1
-0.89918,-14.564,1
-6.8353,-12.661,1
11.431,-9.63,1
-4.1607,-10.902,1
8.1084,-10.348,1
-0.8086,-13.483,1
8.2687,-9.4278,1
10.751,-2.1364,1
0.8092,-14.914,1
13.605,-4.2761,1
-9.2301,-7.5479,1
10.99,-4.6242,1
-13.721,-3.647,1
-1.4195,-13.009,1
-11.355,-0.78355,1
10.881,-7.4811,1
-10.055,-6.3464,1
-12.559,-7.1843,1
-12.475,-8.0052,1
5.8525,-8.5286,1
-10.984,-8.7303,1
-8.3666,-11.373,1
9.3465,-8.3273,1
0.05272,-14.591,1
12.2,-3.5667,1
-10.641,-1.9556,1
-2.2754,-11.301,1
3.2556,-14.095,1
2.886,-13.921,1
12.272,-7.583,1
-12.869,-5.3827,1
-8.5436,-11.768,1
-10.935,-0.072903,1
13.029,-2.0171,1
9.2784,-8.3737,1
9.5618,-9.4837,1
-13.317,-6.2084,1
-5.7666,-11.258,1
-12.332,-6.3489,1
-0.11136,-10.809,1
9.8714,-6.7699,1
5.9051,-13.315,1
6.8108,-10.131,1
6.1793,-13.178,1
8.515,-9.7,1
12.752,-6.008,1
4.3279,-10.269,1
-12.047,-7.6765,1
3.0893,-13.176,1
-12.938,-7.3024,1
12.143,-3.6917,1
-12.684,-3.1442,1
-5.677,-10.215,1
3.7363,-14.436,1
-1.0328,-13.248,1
9.3777,-6.5767,1
1.3741,-14.166,1
-10.246,-8.8808,1
7.8679,-10.177,1
-12.805,-6.4554,1
6.9443,-12.811,1
5.1151,-11.426,1
-10.263,-9.008,1
-11.178,-7.204,1
-10.386,-5.9826,1
-12.37,-6.2836,1
-11.931,-8.8267,1
11.525,-1.6418,1
-14.725,-0.73653,1
13.588,-1.8244,1
-13.225,-1.0698,1
11.903,-1.0832,1
-7.4162,-10.047,1
1.05,-13.303,1
12.393,-5.7208,1
12.296,-4.1494,1
-11.932,-8.0549,1
7.1084,-12.861,1
14.041,-2.6223,1
13.149,-1.0055,1
-13.096,-4.619,1
-11.849,-7.4625,1
8.2426,-8.4231,1
-13.359,-2.093,1
-12.467,-2.8395,1
-0.47147,-13.795,1
13.235,-6.7493,1
13.266,-0.12331,1
-10.909,-0.15055,1
1.9779,-14.688,1
13.426,-6.2485,1
12.467,-3.6586,1
11.097,-5.86,1
13.403,-5.3615,1
9.484,-9.7143,1
-12.824,-4.9608,1
0.40067,-14.132,1
-9.9371,-5.8276,1
12.654,-7.4238,1
14.477,-3.3311,1
-9.9545,-5.8653,1
13.636,-5.2144,1
-5.0957,-13.861,1
-3.7981,-9.8238,1
-8.9592,-10.256,1
12.841,-5.6584,1
9.0146,-9.5092,1
-2.2872,-13.841,1
8.7928,-11.362,1
13.583,-2.4001,1
-11.936,-7.2687,1
-9.0863,-8.7829,1
6.2473,-13.176,1
10.94,-7.5047,1
12.517,-6.2117,1
-4.5826,-13.825,1
-11.779,-4.4717,1
-12.749,-3.2854,1
-5.8245,-12.425,1
11.451,-6.8255,1
-8.9863,-7.1813,1
11.339,-8.7361,1
5.0924,-9.6407,1
-13.233,-1.0894,1
8.5742,-6.835,1
14.499,-3.5986,1
-0.32872,-13.61,1
12.806,-7.3571,1
-11.996,-5.2519,1
10.711,-10.072,1
12.186,-2.8957,1
12.774,-7.4087,1
-10.103,-10.718,1
-10.319,-8.162,1
0.97735,-13.919,1
-4.3628,-13.057,1
-0.96594,-14.697,1
12.312,-0.23582,1
3.3238,-9.7602,1
14.472,-2.5301,1
-0.37301,-12.419,1
-2.4164,-12.238,1
10.581,-9.1723,1
8.8524,-9.1887,1
-2.5947,-14.31,1
-14.497,-2.4364,1
-14.299,-4.0485,1
10.57,-7.7821,1
6.7971,-12.781,1
-11.92,-1.2151,1
2.4882,-13.73,1
9.032,-10.932,1
-10.782,-3.8975,1
-10.604,-8.5859,1
12.195,-8.231,1
-11.394,-5.3031,1
11.577,-4.5041,1
14.163,-3.4683,1
-13.509,-0.54163,1
-4.4987,-11.073,1
-10.718,-6.2396,1
1.7714,-13.944,1
-13.056,-4.3177,1
-12.605,-1.5629,1
13.639,-2.9037,1
14.174,-1.2683,1
-5.3524,-11.461,1
5.7822,-11.878,1
-12.714,-2.7559,1
-11.452,-8.7631,1
-11.749,-1.4694,1
-1.4175,-14.681,1
-11.306,-5.765,1
13.529,-0.36957,1
-3.2767,-14.049,1
13.976,-1.9724,1
7.7299,-9.094,1
3.5632,-13.718,1
1.4879,-11.702,1
8.9405,-11.873,1
-14.706,-0.23235,1
10.538,-8.5784,1
13.75,-3.2163,1
-14.937,-0.38936,1
10.029,-6.1621,1
10.674,-9.5706,1
14.547,-0.13085,1
-10.887,-9.4561,1
11.797,-3.0471,1
5.7269,-11.975,1
-10.026,-3.444,1
-8.5545,-9.5909,1
8.7246,-7.9969,1
10.94,-7.6623,1
-13.05,-4.4338,1
-1.3707,-14.385,1
-10.226,-8.409,1
13.248,-3.2817,1
-7.9233,-12.513,1
13.289,-6.3791,1
-9.3767,-9.9755,1
13.678,-5.5118,1
-9.2462,-6.2104,1
10.542,-9.95,1
-12.83,-1.2815,1
5.3581,-11.173,1
3.031,-14.215,1
-4.9029,-11.987,1
-9.4493,-7.4516,1
8.609,-6.5849,1
-13.36,-6.5681,1
-0.48168,-14.116,1
-14.626,-0.59059,1
-12.366,-8.2132,1
-0.6551,-14.108,1
12.92,-7.1968,1
-11.323,-5.374,1
9.8014,-10.963,1
8.3575,-12.209,1
-12.664,-1.3777,1
-0.3974,-11.348,1
14.322,-1.2907,1
-10.75,-3.9639,1
9.8719,-10.302,1
5.6272,-12.102,1
4.0924,-13.425,1
-0.052183,-12.058,1
2.8867,-13.336,1
-3.1994,-13.61,1
-10.291,-2.5131,1
-8.2113,-10.626,1
2.8164,-14.435,1
4.7541,-10.678,1
13.012,-2.8753,1
14.026,-0.9812,1
-12.169,-3.685,1
7.2367,-12.995,1
4.4948,-13.434,1
-1.0084,-12.232,1
-5.9891,-12.348,1
-1.1258,-14.645,1
7.0293,-11.799,1
14.222,-1.8127,1
-14.157,-4.0688,1
11.741,-8.6579,1
3.3222,-11.332,1
11.714,-3.3158,1
-11.361,-3.7361,1
-6.561,-8.6416,1
-10.339,-1.6905,1
0.17977,-13.86,1
10.381,-9.2467,1
-9.3221,-11.486,1
-10.85,-9.288,1
-6.4426,-10.995,1
-1.9785,-13.374,1
8.5092,-9.2118,1
0.44343,-14.273,1
-4.2241,-10.92,1
13.692,-4.1895,1
14.413,-1.5794,1
5.6141,-13.17,1
-11.809,-5.1999,1
5.0196,-12.878,1
-4.8231,-12.528,1
11.473,-0.31748,1
-9.033,-11.409,1
8.5329,-11.277,1
1.3891,-12.508,1
-12.257,-8.5121,1
6.8078,-10.056,1
-12.579,-2.0107,1
-11.051,-7.2309,1
-12.304,-1.7771,1
11.421,-4.3138,1
12.439,-6.8486,1
-11.299,-4.3979,1
-3.781,-13.078,1
-11.824,-4.6914,1
3.0093,-13.059,1
14.623,-2.3447,1
-8.5373,-8.8868,1
10.154,-0.32339,1
-6.7092,-13.148,1
-11.2,-8.6043,1
6.7629,-11.785,1
13.565,-1.1386,1
4.3631,-10.753,1
-14.695,-2.9728,1
-5.0294,-11.983,1
-12.093,-6.961,1
-9.8185,-8.7265,1
-10.298,-1.7043,1
13.045,-4.1592,1
10.806,-8.2044,1
-4.8492,-11.504,1
9.5605,-5.5711,1
10.438,-10.19,1
4.1459,-10.295,1
-4.1846,-12.109,1
-6.1717,-13.039,1
-14.353,-4.1138,1
-6.5983,-12.153,1
2.1948,-14.242,1
-1.7636,-14.156,1
6.1921,-12.594,1
0.59773,-14.063,1
12.392,-8.1723,1
-13.026,-4.1053,1
-1.4965,-13.071,1
3.9244,-13.537,1
-11.082,-7.388,1
4.0512,-11.107,1
-13.137,-2.1629,1
3.2287,-13.314,1
11.564,-6.2467,1
-0.011325,-13.155,1
-2.729,-14.072,1
-12.148,-6.1445,1
-13.448,-1.1979,1
8.2923,-7.9519,1
10.025,-7.473,1
-8.0609,-10.635,1
-13.087,-4.9549,1
-5.4347,-13.131,1
12.869,-7.671,1
13.033,-7.0706,1
5.7144,-10.001,1
14.766,-1.8588,1
11.826,-2.1361,1
-14,-5.1748,1
6.2273,-12.386,1
-0.75039,-12.428,1
-11.079,-2.3497,1
12.087,-4.0212,1
-0.12626,-14.509,1
8.5706,-7.4939,1
-12.744,-2.4461,1
-8.0223,-8.6762,1
5.4786,-10.664,1
-10.27,-4.5831,1
5.9826,-12.866,1
-4.0564,-10.729,1
10.321,-9.3503,1
5.5846,-10.716,1
-5.1057,-13.074,1
-7.9526,-10.947,1
-6.0975,-11.103,1
14.087,-3.6676,1
-1.9891,-14.386,1
-2.6668,-14.601,1
-1.4473,-9.986,1
13.795,-2.395,1
-8.0539,-6.6253,1
10.846,-4.1999,1
-11.611,-0.72596,1
-6.2136,-11.452,1
9.2335,-8.3476,1
-6.1346,-11.395,1
4.5573,-11.638,1
-1.928,-12.968,1
-13.238,-0.42278,1
4.2879,-13.327,1
4.5289,-13.708,1
5.6988,-11.235,1
-6.9209,-12.848,1
-0.30106,-14.299,1
8.6145,-11.719,1
11.388,-4.189,1
-11.111,-1.9412,1
-13.248,-4.2291,1
6.4326,-12.646,1
8.6089,-7.8795,1
11.54,-0.43673,1
-12.805,-5.3194,1
-5.9912,-13.211,1
7.6306,-12.345,1
-4.3738,-10.631,1
12.982,-5.9376,1
-8.97,-11.714,1
-12.205,-5.4404,1
5.8481,-9.7033,1
-10.017,-7.403,1
13.077,-5.7313,1
7.8108,-7.7542,1
-3.3221,-12.835,1
-13.675,-0.0099268,1
-13.272,-6.7345,1
-8.0128,-9.3125,1
10.778,-4.5668,1
4.3846,-13.316,1
-6.2036,-9.8565,1
-9.3786,-11.653,1
-2.521,-12.235,1
13.263,-4.137,1
14.119,-3.3846,1
0.242,-14.553,1
5.2659,-12.427,1
9.1284,-11.086,1
-14.741,-1.1095,1
3.4393,-14.339,1
-12.183,-1.7938,1
-3.301,-13.294,1
-1.4601,-14.355,1
-12.174,-0.86688,1
-14.023,-2.9074,1
13.066,-3.1822,1
1.4794,-13.739,1
-5.1008,-11.469,1
-4.7489,-10.426,1
-11.318,-5.8282,1
-13.185,-6.6976,1
-6.0668,-11.981,1
-6.2073,-10.96,1
11.185,-9.0173,1
-0.59947,-14.381,1
-1.1842,-10.664,1
-13.459,-5.8873,1
13.555,-5.0545,1
6.6972,-10.963,1
12.242,-6.9748,1
6.0053,-11.215,1
14.803,-0.74857,1
12.629,-0.80295,1
-8.5199,-8.5281,1
5.4607,-13.234,1
8.8413,-10.141,1
-0.080714,-14.042,1
13.286,-6.7788,1
-10.564,-7.2237,1
-10.528,-4.3275,1
-14.448,-0.12666,1
-11.548,-6.0194,1
1.4808,-13.745,1
0.40551,-12.134,1
-4.0177,-10.654,1
-6.704,-9.9045,1
-14.546,-0.16248,1
10.656,-6.9881,1
5.5179,-11.879,1
-2.2676,-13.849,1
-10.456,-10.075,1
11.72,-8.3263,1
11.112,-6.859,1
10.889,-5.4542,1
-1.4399,-13.946,1
10.257,-0.94682,1
11.117,-6.0553,1
-13.572,-3.4187,1
-10.165,-9.4027,1
10.798,-6.9689,1
-4.3652,-14.322,1
-1.2418,-11.689,1
14.124,-2.1672,1
11.906,-1.3143,1
9.8424,-8.9398,1
3.3785,-14.164,1
12.549,-3.3938,1
-0.1633,-11.379,1
-11.906,-6.8412,1
-6.5586,-10.778,1
-7.0524,-9.4818,1
2.583,-13.945,1
-13.183,-2.8373,1
-11.853,-2.6096,1
-10.036,-5.7991,1
12.078,-2.0128,1
9.8115,-6.619,1
7.8874,-10.138,1
14.81,-1.3884,1
13.647,-0.06745,1
12.479,-0.49206,1
-11.854,-6.0442,1
13.97,-1.8327,1
1.309,-13.638,1
-13.527,-3.2066,1
-8.1624,-12.16,1
12.382,-4.2318,1
12.44,-7.1075,1
-11.979,-0.088392,1
4.7777,-10.136,1
10.523,-7.4859,1
-10.423,-10.109,1
-12.808,-2.6156,1
-10.113,-10.985,1
-13.173,-4.405,1
-0.65993,-12.891,1
-3.735,-14.338,1
-5.3703,-13.726,1
13.697,-5.089,1
-3.0957,-12.145,1
-7.9586,-9.8606,1
-14.251,-2.1737,1
-10.955,-9.0148,1
-9.8715,-9.222,1
-14.856,-1.3694,1
7.9846,-10.824,1
-14.983,-0.35948,1
4.6104,-12.691,1
-3.8577,-12.987,1
-10.205,-10.137,1
6.0441,-11.639,1
-7.1522,-11.292,1
-11.201,-3.7828,1
1.6005,-14.265,1
-11.954,-6.8122,1
13.097,-5.0225,1
7.2251,-12.533,1
10.962,-5.6836,1
10.749,-9.9262,1
12.126,-8.4082,1
5.1525,-11.61,1
8.7551,-11.256,1
7.2133,-10.711,1
-6.7255,-10.668,1
1.1974,-12.004,1
12.972,-5.4597,1
-13.46,-2.3291,1
0.018323,-14.553,1
-2.6387,-12.306,1
11.556,-3.5835,1
5.2824,-12.188,1
13.429,-0.71637,1
3.8166,-13.917,1
10.358,-5.6675,1
-1.089,-11.08,1
1.9767,-13.82,1
-9.1796,-5.7894,1
4.8562,-10.804,1
14.071,-1.6449,1
1.4495,-13.513,1
-0.87571,-13.655,1
11.555,-8.7521,1
-13.846,-4.1509,1
12.604,-4.9535,1
-12.629,-0.15369,1
0.42475,-11.722,1
7.8209,-12.456,1
3.061,-14.608,1
-1.0045,-14.82,1
-7.4794,-11.828,1
3.6095,-10.924,1
10.946,-3.0629,1
6.5835,-10.195,1
10.738,-1.8139,1
-13.572,-4.3669,1
0.41218,-11.891,1
-13.158,-4.7433,1
2.0469,-14.298,1
7.6922,-11.412,1
-11.695,-5.8397,1
11.126,-9.3486,1
-3.9795,-12.124,1
12.177,-4.0284,1
-8.2213,-11.859,1
-13.3,-2.5827,1
-9.6866,-7.9864,1
-13.798,-3.6741,1
11.873,-1.8653,1
-14.779,-0.76076,1
-11.564,-4.3559,1
-11.437,-0.44612,1
-8.8362,-7.1353,1
-14.377,-0.51636,1
6.2838,-13.091,1
0.76308,-14.282,1
-10.291,-10.007,1
-12.226,-8.5207,1
-12.872,-3.7778,1
-5.7979,-13.22,1
-13.246,-0.32436,1
4.7109,-14.091,1
-0.67584,-10.159,1
-8.4778,-12.317,1
9.5693,-9.9093,1
11.329,-6.2586,1
-9.3243,-10.083,1
0.56957,-12.725,1
-1.9963,-11.827,1
-6.7352,-12.363,1
12.369,-6.8434,1
14.429,-0.79442,1
5.0116,-11.943,1
-10.527,-6.7403,1
-11.983,-4.8762,1
3.1985,-12.462,1
-7.6002,-12.717,1
-9.5494,-10.708,1
1.9937,-12.527,1
-11.718,-7.4632,1
7.6455,-12.175,1
-14.376,-2.5412,1
-14.664,-1.575,1
-8.6136,-10.857,1
-10.976,-2.7225,1
11.738,-3.7906,1
12.992,-6.7954,1
-4.2541,-12.515,1
-12.125,-7.1302,1
-3.1269,-14.083,1
-3.2495,-12.059,1
9.0351,-10.329,1
-3.59,-11.865,1
10.297,-1.5709,1
13.832,-3.9251,1
10.614,-1.6328,1
-6.1097,-11.627,1
-7.6615,-9.8928,1
11.491,-4.2721,1
-11.116,-8.6241,1
-13.55,-5.908,1
0.67084,-10.394,1
13.693,-4.1907,1
-4.3623,-13.798,1
-11.5,-9.2586,1
-14.481,-3.6571,1
11.473,-2.4489,1
4.3198,-12.898,1
-5.4563,-13.47,1
6.9292,-12.154,1
11.823,-9.041,1
-7.4263,-12.878,1
8.4867,-12.266,1
-9.0596,-6.7496,1
13.196,-1.7212,1
7.9231,-10.094,1
-10.241,-5.923,1
-2.116,-11.644,1
5.879,-13.242,1
13.294,-2.9729,1
1.3672,-14.796,1
5.7931,-13.804,1
7.1022,-11.128,1
12.668,-3.1174,1
-10.981,-5.7191,1
-3.8934,-12.758,1
-6.9898,-10.459,1
7.6601,-10.98,1
12.514,-4.4747,1
-0.36769,-12.542,1
9.6949,-6.7763,1
-6.8654,-11.318,1
2.1161,-13.394,1
-4.3981,-12.071,1
13.401,-4.5024,1
7.0039,-11.34,1
11.414,-6.8279,1
-13.597,-4.8994,1
-9.2796,-11.162,1
10.683,-9.5603,1
-11.241,-9.0671,1
-13.463,-1.4461,1
-2.7178,-13.454,1
13.697,-2.753,1
-7.8614,-8.4824,1
2.7123,-12.18,1
-5.946,-12.59,1
-12.716,-1.0747,1
0.018936,-14.379,1
10.772,-6.5074,1
-7.5514,-7.99,1
-12.591,-1.8277,1
-9.8152,-9.6,1
7.2188,-13.06,1
-7.2259,-12.167,1
6.8387,-12.486,1
-13.727,-0.56111,1
8.6378,-10.571,1
-4.9238,-13.829,1
-13.062,-1.38,1
-3.8946,-12.805,1
7.7184,-9.5534,1
13.915,-3.5106,1
13.68,-0.68752,1
12.971,-0.67623,1
13.44,-4.5401,1
10.631,-4.7717,1
8.4375,-6.0914,1
2.3828,-13.658,1
-3.5447,-13.605,1
-12.721,-5.369,1
6.8956,-13.061,1
12.729,-5.7975,1
-8.8617,-10.349,1
10.999,-6.0392,1
-10.857,-2.4539,1
-5.3063,-13.255,1
-8.0051,-8.9754,1
-11.216,-5.8451,1
5.019,-11.499,1
-7.4712,-11.482,1
13.566,-1.7522,1
-0.060149,-14.439,1
9.9904,-10.732,1
-14.426,-0.57839,1
4.8495,-14.113,1
2.884,-11.776,1
12.191,-8.4326,1
5.1755,-9.7771,1
11.553,-4.6485,1
9.9819,-3.1612,1
-12.516,-6.4881,1
-12.137,-8.3928,1
10.916,-8.4142,1
-11.754,-2.2693,1
-4.5947,-12.741,1
-8.0935,-11.137,1
8.167,-9.022,1
-12.165,-4.1311,1
11.315,-8.631,1
10.644,-8.6532,1
1.2077,-11.825,1
-9.1536,-9.3485,1
-12.823,-2.9068,1
5.3121,-12.734,1
-10.664,-0.82856,1
-13.539,-2.6728,1
-13.615,-5.8721,1
-1.7979,-11.495,1
7.3582,-12.236,1
13.427,-6.5196,1
-0.067893,-13.901,1
-14.075,-2.1742,1
-7.0397,-10.632,1
5.7621,-12.084,1
8.6896,-6.8998,1
-8.059,-10.333,1
-0.087119,-13.007,1
10.674,-6.8476,1
4.2746,-13.875,1
1.525,-13.269,1
-7.3421,-12.493,1
